Last_First,First_Last,info,location,latitude,longitude
"HUNT, ALMA FAY",ALMA FAY HUNT,"umbia University, A.M., 1947. Taught in county schools of Roanoke, Va., 1929-1931, principal, 1931-1932 city schools of Roanoke, p",Roanoke,33.1529,-85.3722
"JONES, ZELON B.",ZELON B. JONES,"acksonville State University. Taught first grade at small schools and at Sylavon, B.B. Comer, and Main Avenue Schools in Sylacauga",Avon,31.1902,-85.3194
"KATZ, HAROLD K.",HAROLD K. KATZ,"civil service after 36 years. Moved to Guntersville, Ala., 1958. Trustee, Guntersville Public Library delegate Alabama Governor's ",Guntersville,34.3581,-86.2947
"KELLEY, WELBOURN",WELBOURN KELLEY,"ed as a journalist in Atlanta moved to New York and wrote radio plays and documentaries as well as novels. Died October 19, 1991.
",York,32.4868,-88.2961
"LOCKHART, MARGERY THOMPSON",MARGERY THOMPSON LOCKHART,", for eight and a half years. Lived in Phoenix, Arizona, and in Tuscaloosa after retirement. Member:United Daughters of the Confed",Tuscaloosa,33.2098,-87.5692
"PATRICK, WALTON RICHARD",WALTON RICHARD PATRICK,"lumbia University, 1953-1954. Taught at Louisiana State professor and department head at Alabama Polytechnic Institute (Auburn), 1",Auburn,32.6099,-85.4808
"STRAYHORN, ZORA SHAY",ZORA SHAY STRAYHORN," moved to Mentone, Ala., 1954 lived in California, 1956-1960 returned to Mentone, 1960. Died August 11, 1998.
",Mentone,34.5712,-85.5797
"VARNER, JEANNETTE JOHNSON",JEANNETTE JOHNSON VARNER,"ad Nacional de Mexico, 1947.. Taught French at Blue Mountain College, Miss., 1937-1939 Spanish at Fairfax Hall Junior College, Way",Blue Mountain,33.6776,-85.8577
"BARRETT, EDWARD WARE",EDWARD WARE BARRETT,"llege, LL.D., 1950. Began his career in 1933 as a reporter for the Birmingham Age-Herald, which his father had owned. Went to work",Birmingham,33.5186,-86.8104
"LAMBERT, ALTON, SR.","ALTON LAMBERT, SR.","a., 1956-1970 service station business, 11 years. Member:Sons of the American Revolution co-founder, Tuscaloosa Preservation Socie",Tuscaloosa,33.2098,-87.5692
"PANNELL, ANNE THOMAS GARY",ANNE THOMAS GARY PANNELL,".D., Oxford University, 1935. Taught at Alabama College, 1934-1935 University of Alabama, 1939-1949 Academic Dean, Goucher College",Oxford,33.6143,-85.8355
"SIZEMORE, MARGARET DAVIDSON",MARGARET DAVIDSON SIZEMORE,"ty and University of Alabama. Taught at Woodlawn High School, Birmingham and at Howard College (Samford University) dean of women ",Birmingham,33.5186,-86.8104
"SOUTHGATE, WYNDHAM NELSON",WYNDHAM NELSON SOUTHGATE,"University, A.B., A.M., Ph.D. Taught at Birmingham Southern College, 1932-1933 at Harvard University, 1933-1938 Scripps College, 1",Birmingham,33.5186,-86.8104
"ARNOLD, EDNA EARLE SMITH",EDNA EARLE SMITH ARNOLD,"ntingdon College, A.B., 1932. Taught English at Hanceville High School, 1932-1934. Publisher, with husband, of Cullman Tribune, 19",Cullman,34.1748,-86.8436
"BLACKSTONE, JOHN HOMER",JOHN HOMER BLACKSTONE,"ersity of Kentucky, 1941-1942 taught at Auburn University, 1941 and again after 1946 professor of agricultural economics and rural",Auburn,32.6099,-85.4808
"BROOKS, SARA",SARA BROOKS," father's farm she eventually moved to Cleveland and went into domestic service for thirty years.
",Cleveland,33.9923,-86.5789
"CHAPPELL, GORDON THOMAS",GORDON THOMAS CHAPPELL,"sity, A.M., 1936, Ph.D. 1941. Taught at Vanderbilt University, Winthrop College, Newberry College head of the Department of Histor",Berry,33.6601,-87.6006
"CRAWFORD, ANNIE MELL FAULK",ANNIE MELL FAULK CRAWFORD,"of OKhoma in library science. Taught Good Hope Elementary School, Troy Georgiana High School. Analyst Clemson College Extension Se",Georgiana,31.6374,-86.7419
"HASSELL, HARRIET",HARRIET HASSELL,"ren was immensely successful. Moved to Port Washington, New York, after her marriage.  Died October 20, 1970.
",York,32.4868,-88.2961
"HURT, MELISSA DEARING JACK",MELISSA DEARING JACK HURT,"
Homemaker writer. Born: October 29, 1911, Tuscaloosa. Parents: Theodore Henley and Alice Ashley Jack",Theodore,30.5438,-88.1742
"LANGFORD, GERALD",GERALD LANGFORD," 1933 M.A., 1934 Ph.D., 1940. Taught, University of Kentucky, 1936-1938 North Carolina State College, 1938-1940 Winthrop College, ",Carolina,33.1454,-87.7222
"PAYNE, PIERRE STEPHEN ROBERT",PIERRE STEPHEN ROBERT PAYNE,"on Times, in Changsha, China. Taught at Fuhtan University, 1942-1943 Lienta University, 1943-1946 Alabama College at Montevallo (H",Eva,34.3248,-86.7558
"SCOTT, VERN",VERN SCOTT,columnist for Talladega Daily Home and for Western Publications. Member:Alabama Writers Conclave chairman Talladega Chamber of Com,Talladega,33.4359,-86.1
"WARD, DONALD G.",DONALD G. WARD," 1941 studied law, 1943-1945. Taught at State University of New York, Brockport, 1939-1945. Editor, Western Publishing Co., Racine",York,32.4868,-88.2961
"FARMER, MARGARET PACE",MARGARET PACE FARMER,"oy State College, B.S., 1932. Taught in the schools of Enterprise, Birmingham, and Brundidge.  Wrote a weekly historical column in",Birmingham,33.5186,-86.8104
"FOLEY, ALBERT SIDNEY",ALBERT SIDNEY FOLEY,"Jesus) in 1929 ordained 1942. Taught at St. Louis University, 1950-1952 Spring Hill College, 1937-1939 1944-1947, and 1953-. At Sp",Spring Hill,30.6757,-88.1264
"JORDAN, WEYMOUTH TYREE",WEYMOUTH TYREE JORDAN,"and Iowa State College, 1948. Taught in Kentucky, North Carolina, and at Judson College, 1938-1940 Alabama Polytechnic Institute, ",Carolina,33.1454,-87.7222
"JULICH, DOROTHY LOUISE MILAM",DOROTHY LOUISE MILAM JULICH,"ee. Education:Blackwood Davis Business University, OKhoma City John Calhoun Junior College, Decatur, Ala. University of Alabama Ex",Black,31.0138,-86.0011
"MOSES, LOUISE JANE",LOUISE JANE MOSES,"ate College Booker Washington Business College, Birmingham University of Southern California Los Angeles County Public Library. Wr",Birmingham,33.5186,-86.8104
"SMALLWOOD, VIVIAN",VIVIAN SMALLWOOD,", Mobile attended Huffstetler Business College. Worked for American National Bank in Mobile. Received several certificates in bank",Mobile,30.6954,-88.0399
"SORENSEN, VIRGINIA EGGERTSEN",VIRGINIA EGGERTSEN SORENSEN,"i and at Stanford University. Lived in several university towns where her first husband taught, including Auburn. Published poems,",Auburn,32.6099,-85.4808
"WALTERS, JOHN BENNETT, JR.","JOHN BENNETT WALTERS, JR.","bilt University, Ph.D., 1947. Taught at Vanderbilt, 1945-1947 Emory and Henry College, 1947-1956 University of Montevallo, 1956-19",Eva,34.3248,-86.7558
"ELLIOTT, CARL ATWOOD",CARL ATWOOD ELLIOTT,"tted to the Alabama Bar, 1936.Practiced law in Russellville and Jasper, 1936 U.S. Commissioner, 1938-1939 recorder for the Jasper ",Jasper,33.8318,-87.2775
"IKENBERRY, ERNEST CROUSE",ERNEST CROUSE IKENBERRY,"h.D., 1950. U. S. Navy, WWII. Taught at Louisiana State University, 1946-1950, and at Auburn University, 1950-1975. Visiting profe",Auburn,32.6099,-85.4808
"VOLKER, JOSEPH FRANCES",JOSEPH FRANCES VOLKER,"de Hospital, N.J., 1936-1937. Taught at School of Medicine and Dentistry, University of Rochester, 1941-1942 School of Dentistry, ",Rochester,34.2787,-86.2586
"COULTER, HAROLD SYLVESTER",HAROLD SYLVESTER COULTER,":
Businessman Newspaper columnist local historian. Born:August 12, 1914, Phenix City. Parents:Harrison",Phenix City,32.47,-85.0007
"GASSMAN, OLA McDILL McCOWN",OLA McDILL McCOWN GASSMAN,":
Homemaker, writer. Born:October 10, 1914, Huntsville. Parents:Joseph A. and Lubel (Darwin) McCown. M",Huntsville,34.7304,-86.5861
"HALBROOKS, RUTH THOMAS",RUTH THOMAS HALBROOKS,":
Writer homemaker. Born:October 4, 1914, Brilliant, Ala. Parents:Howard L. and Josephine (Cochran) Thomas. M",Brilliant,34.0237,-87.7581
"HEARIN, EMILY STAPLES VAN ANTWERP",EMILY STAPLES VAN ANTWERP HEARIN," president, Mobile Historical Homes Tours and Historic Mobile Preservation Society, and others.  Selected Mobile Mardi Gras Queen,",Mobile,30.6954,-88.0399
"HOLLEY, HOWARD LAMAR",HOWARD LAMAR HOLLEY,"spital, Birmingham, 1945-1947 taught in the University of Alabama Department of Medicine after 1946 director, Tumor Clinic, 1953-1",Birmingham,33.5186,-86.8104
"JACKSON, ALTO LOFTIN",ALTO LOFTIN JACKSON,"dmitted to the bar, 1937, and practiced law in Clio, 1937-1939 and after 1945 served in the US Army Judge Advocate Division, 1942-",Clio,31.7096,-85.6102
"LUCKEY, CARL FREEMAN",CARL FREEMAN LUCKEY," Hospital, Memphis, 1941-1942 practiced medicine, Franklin, Tenn., 1945-1947 resident, Vanderbilt University and V.A. Hospital, Na",Franklin,32.4557,-85.8028
"STEWART, MARGARET TURNER",MARGARET TURNER STEWART,"d in US Navy, WWII, 1943-1945 taught school founded Stewart University and Stewart University Press in Centre, Ala. candidate for ",Centre,34.152,-85.6789
"WEAVER, OLIVER CORNELIUS",OLIVER CORNELIUS WEAVER,"n, U. S. Naval Reserve, WWII. Taught at Birmingham Southern College, 1936-1983 head, Dept. of Philosophy and Religion, 1946-1964 d",Birmingham,33.5186,-86.8104
"WUEHRMAN, ARTHUR, H.",ARTHUR H. WUEHRMAN,"sity, D.M.D., 1937 A.M. 1960. Taught at School of Dental Medicine, Tufts University, 1936-1961 University of Alabama, Birmingham, ",Birmingham,33.5186,-86.8104
"ALEXANDER, MARGARET ABIGAIL WALKER",MARGARET ABIGAIL WALKER ALEXANDER,"ral Writers Project, 1936-39. Taught at Livingstone College (North Carolina), 1941-1942, 1945, West Virginia State College, 1942-1",Carolina,33.1454,-87.7222
"DeLOACH, ALTHA THOMPSON",ALTHA THOMPSON DeLOACH,"Board of Education, 1941-1942 taught school in Autauga County, 1936-1938 Etowah County, 1950-1975. Edited State Kappan. Member and",Autauga,32.434,-86.6547
"FARRAR, LARSTON DAWN",LARSTON DAWN FARRAR,"
Business writer journalist.  Born February 25, 1915, Birmingham. Parents Sam Cross and Mabel Elon (C",Birmingham,33.5186,-86.8104
"GOING, WILLIAM THORNBURY",WILLIAM THORNBURY GOING,"ity of Michigan, Ed.D., 1954. Taught English in Birmingham city schools University of Alabama, 1939-1957 professor of English, Dea",Birmingham,33.5186,-86.8104
"STEWART, JOHN CRAIG",JOHN CRAIG STEWART,"th Alabama, 1964-1983 in 1983 moved to western North Carolina and continued writing. Honorary editor and advisor to New Writers, N",Carolina,33.1454,-87.7222
"BENSON, CARL FREDERICK",CARL FREDERICK BENSON,"ity of Illinois, Ph.D., 1948. Taught at Arkansas A & M College and University of Illinois Auburn University after 1947. A Ford fac",Auburn,32.6099,-85.4808
"BURKART, FRANCES CAROLYN LEE",FRANCES CAROLYN LEE BURKART,"in public school music, 1938. Taught in Hanceville for three years. Active in the Lutheran Woman's Missionary League. Died Februar",Hanceville,34.0629,-86.7672
"COOK, VIRGINIA JAMES",VIRGINIA JAMES COOK," Birmingham-Southern College. Taught at Pell City High School, 1938-41 at Camden High School, 1941-46. Published family histories,",Birmingham,33.5186,-86.8104
"DAVIS, DONALD ECHARD",DONALD ECHARD DAVIS,"Ridge Institute Fellow, 1951. Taught Plant physiology and ecology at Auburn University, 1952-1982. Member American Society of Plan",Auburn,32.6099,-85.4808
"LANGLEY, LEROY LESTER",LEROY LESTER LANGLEY,"sher, 2 years, Rio De Janeiro taught, Alabama Medical Center, 1949-1964 Chief, Training Grants and Awards Branch, National Heart I",Grant,34.5009,-86.2544
"ROBERTS, FRANCES CABANISS",FRANCES CABANISS ROBERTS,"erbilt University, 1949-1950. Taught in the Huntsville public schools, 1937-1952 a founding faculty member at the University of Al",Huntsville,34.7304,-86.5861
"SWEET, FRANKLYN HALEY",FRANKLYN HALEY SWEET,"nt in Dothan, Ala., 1942-1946 taught at University of Alabama, 1946-1948 Spring Hill College, 1948-1964 Kent State University, 196",Dothan,31.2232,-85.3905
"UNGERMANN, KENNETH ARMISTEAD",KENNETH ARMISTEAD UNGERMANN,":
Journalist, businessman, homesteader commercial fisherman. Born:October 23, 1916, Birmingham, Ala. Parents:Charles Henry and ",Birmingham,33.5186,-86.8104
"WILLIAMSON, EDWARD CHARLES",EDWARD CHARLES WILLIAMSON,"storical Division, 1954-1957. Taught at University of Florida, 1948-1954 Auburn University, 1957-1983. Assistant editor, Florida H",Auburn,32.6099,-85.4808
"ALBA, NANIA CHAMPNEY",NANIA CHAMPNEY ALBA," attended Indiana University. Taught at Tuskegee Institute and at Alabama State University. Died June 24, 1968.
",Tuskegee,32.4307,-85.7077
"GOING, ALLEN JOHNSTON",ALLEN JOHNSTON GOING," North Carolina, Ph.D., 1947. Taught history and served as associate dean of men, University of Alabama, 1942-1957 professor of hi",Carolina,33.1454,-87.7222
"McGRAW, EDGAR LEON",EDGAR LEON McGRAW," 1941-1944 US Army, 1944-1945 taught vocational agriculture, Town Creek, 1944-1948 subject matter specialist in vocational agricul",Town Creek,34.6726,-87.4083
"McLIN, ELVA BELL",ELVA BELL McLIN,"ilt University, Ph. D., 1971. Taught at many levels Taught English at Athens State College, 1965-1987 served as head of the Englis",Athens,34.8029,-86.9717
"SMITH, WILLIAM STEPHEN",WILLIAM STEPHEN SMITH,"nford University, M.A., Ph.D. Taught at Northwestern State College (La.), 1950-1952 Auburn University, 1952-1977. Member Southern ",Auburn,32.6099,-85.4808
"WHITT, LEOVIS COATS",LEOVIS COATS WHITT,"and the University of London. Taught in Limestone County and Athens City Schools. Member:American Association of University Women,",Athens,34.8029,-86.9717
"AKENS, HELEN MORGAN",HELEN MORGAN AKENS,"niversity in Washington, D.C. Taught at Huntingdon College, Athens College and the University of Montevallo served as Dean of Wome",Athens,34.8029,-86.9717
"BAXTER, RICHARD DUNCAN",RICHARD DUNCAN BAXTER,"36-1954 worked for Kingsberry Homes Corporation as traffic manager, 1954-1956, purchasing agent and traffic manager until 1964, vi",Berry,33.6601,-87.6006
"CHAPMAN, ROBERT BERRIEN",ROBERT BERRIEN CHAPMAN,":
Business executive teacher. Born:June 12, 1918, Game, Kentucky. Parents:Theodore Robert and Alma Vor",Theodore,30.5438,-88.1742
"GERBER, ISRAEL JOSHUA",ISRAEL JOSHUA GERBER," Smith University, 1972-2002. Taught and lectured at Davidson College, Hood Theological Seminary, Livingston College, the Universi",Livingston,32.5848,-88.1872
"SMYTHE-HAITHE, MABEL MURPHY",MABEL MURPHY SMYTHE-HAITHE,"study at New York University. Taught at Lincoln University, 1942-1945 Tennessee A & I State College, 1945-1946 Brooklyn College, 1",Lincoln,33.6154,-86.1419
"WRIGHT, CHARLES HOWARD",CHARLES HOWARD WRIGHT," Medical College, M.D., 1943. Practiced medicine, Harlem Hospital, New York City, 1943-1945 and 1950-1953 Cleveland City Hospital,",Cleveland,33.9923,-86.5789
"BATES, JAMES LEONARD",JAMES LEONARD BATES,"litary service: USNavy, WWII. Taught history at the University of North Carolina, 1946-1947, University of Maryland, 1947-1954 Uni",Carolina,33.1454,-87.7222
"GREER, VIRGINIA BRADFORD",VIRGINIA BRADFORD GREER,"ch 30, 1919, in Atlanta, Ga. (moved to Birmingham at the age of three with her family). Parents:John and Floy (Jarrett) Bradford. ",Birmingham,33.5186,-86.8104
"MALONE, DAVID HENRY",DAVID HENRY MALONE,"University of North Carolina. Taught English at Auburn University, 1948-1962 University of Southern California, 1962-1983 (at USC ",Auburn,32.6099,-85.4808
"PORCH, LUTHER QUENTIN",LUTHER QUENTIN PORCH,"nd the University of Alabama. Taught at Judson College. Served churches in Coffeeville, Gordo, Selma, Bessemer, and Tuscaloosa. 
",Bessemer,33.4018,-86.9544
"WYNN, DANIEL WEBSTER",DANIEL WEBSTER WYNN," Israel University of OKhoma. Taught at Kentucky State College, 1945-1946 Bishop College, 1946-1953 Langston University, 1945-1955",Langston,34.5359,-86.0911
"EVERETT, DONALD EDWARD",DONALD EDWARD EVERETT,"S. Army Air Force, 1942-1945. Taught at Tulane University, 1952-1953 editorial assistant Mississippi Valley Historical Review facu",Valley,32.8187,-85.1791
"GLAZE, ANDREW, III","ANDREW GLAZE, III","1, 1920, in Nashville, Tenn.  moved to Birmingham at an early age. Parents:Andrew Louis, Jr., and Mildred (Ezell) Glaze. Education",Ashville,33.8401,-86.2647
"HIGDON, BETTINA BLANCHE PEARSON",BETTINA BLANCHE PEARSON HIGDON," in 1983. Selected as Cullman Business and Professional Women's Club ""Woman of Achievement, 1977-78 as one of the Top 100 Citizens",Cullman,34.1748,-86.8436
"KENNAMER, SAMUEL REXFORD",SAMUEL REXFORD KENNAMER,"and Birdie (Hooper) Kennamer. Moved to Montgomery in 1931, when his father became federal judge for the Middle District of Alabama",Montgomery,32.3792,-86.3077
"METCALF, CLAYTON GILLIS",CLAYTON GILLIS METCALF," with family's farm equipment business, Enterprise, 1980 president, Enterprise Chamber of Commerce, Member:Enterprise chapter of J",Enterprise,31.3152,-85.8552
"MILTON, HILARY H.",HILARY H. MILTON,"949.  US Air Force, 1942-1945.Taught, University of Alabama, 1948-1951 civilian specialist, Montgomery, 1951-1952 information spec",Montgomery,32.3792,-86.3077
"MORTON, CARL P.",CARL P. MORTON,":
Business executive poet. Born:Leeds, Ala., June 7, 1920. Parents:Hartwell Albert and Eunice (Pledger",Leeds,33.5482,-86.5444
"STERKX, HENRY EUGENE",HENRY EUGENE STERKX,"sity of Alabama, Ph.D., 1954. Taught at Troy State College, 1947-1956 and 1959-1972 University of Tampa, 1957-1958 Auburn Universi",Auburn,32.6099,-85.4808
"ABERNATHY, MABRA GLENN",MABRA GLENN ABERNATHY,"-1946 reached rank of captain.Taught political science at the University of Alabama, 1948-1949 at the University of South Carolina",Carolina,33.1454,-87.7222
"BAILEY, PAUL CLINTON",PAUL CLINTON BAILEY,"49.  US Army Air Corps, WWII. Taught at Alabama College (now the University of Montevallo), 1947-1963 at Birmingham-Southern, 1963",Birmingham,33.5186,-86.8104
"BELL, WILLIAM STEWART",WILLIAM STEWART BELL," U. S. Armed Forces in Europe taught at Lycee Claude Bernard, Paris, 1949-1950 Columbia University, 1957-1960 Mount Holyoke Colleg",Columbia,31.2927,-85.1124
"DANIEL, ADRIAN GEORGE",ADRIAN GEORGE DANIEL,"59. US Army, 1942-45 1946-54. Taught history and Spanish, Huntsville High School, 1959-1960 taught history at the University of No",Huntsville,34.7304,-86.5861
"DOWLING, HERNDON GLENN",HERNDON GLENN DOWLING,"ity of Michigan, Ph.D., 1951. Taught at the University of Florida, 1947-1948 Haverford College, 1951-1952 University of Arkansas, ",Kansas,33.9048,-87.5578
"EMERSON, O. B.",O. B. EMERSON,"sity, M.A., 1946 Ph.D., 1962. Taught English at Webb School, Bell Buckle, Tenn., 1944-45 Taught at the University of Alabama, 1946",Webb,31.261,-85.2855
"HAMILTON, VIRGINIA VAN DER VEER",VIRGINIA VAN DER VEER HAMILTON,"6 Birmingham News, 1948-1950. Taught at the University of Montevallo, 1951-1955 Birmingham Southern College, 1955-1965 University ",Birmingham,33.5186,-86.8104
"JONES, JOHN MAXWELL, JR.","JOHN MAXWELL JONES, JR.","ion in Europe in World War II Taught foreign languages in high schools in Alabama, the Carolinas, and Delaware until 1968 taught a",Carolina,33.1454,-87.7222
"KAHN, LAWRENCE",LAWRENCE KAHN,"he VA hospital in Tuscaloosa) practiced pediatrics, 1951-1970 taught, Washington University School of Medicine. Editor of a sectio",Tuscaloosa,33.2098,-87.5692
"SHEPARD, TAZEWELL TAYLOR, JR.","TAZEWELL TAYLOR SHEPARD, JR.",":
Naval officer, business executive. Born:Jan. 22, 1921, in Mobile, Ala. Parents:Tazewell Taylor and Martha (Webb) Sh",Mobile,30.6954,-88.0399
"SMITH, FRANCES SCOTT FITZGERALD",FRANCES SCOTT FITZGERALD SMITH,ses and the Democratic Party. moved to Montgomery in 1973 and lived there the last years of her life. Elected to the Alabama Women,Montgomery,32.3792,-86.3077
"VANSWORD, ROBERT CYPRIAN",ROBERT CYPRIAN VANSWORD,"lege of New York, B.A., 1956. Taught junior colleges in Poland, 1939-1943 visiting Professor for the United Nations Relief Agency ",York,32.4868,-88.2961
"YOLTON, JOHN WILLIAM",JOHN WILLIAM YOLTON,"ford University, Ph.D., 1952. Taught at Johns Hopkins Princeton Kenyon University of Maryland York University, Canada. Awarded Ful",York,32.4868,-88.2961
"JERNIGAN, MARY (POLLY) SAMFORD",MARY (POLLY) SAMFORD JERNIGAN,":
Homemaker. Born:August 13, 1922, Opelika, Ala. Parents:Richard Lewis and Ione (Barnes) Samford. Marr",Opelika,32.6454,-85.3783
"WELCH, JOSEPH EDMUND",JOSEPH EDMUND WELCH," Pensacola, Fla. Atlanta, Ga. Taught at Emory University, 1956-1963 East Carolina University, 1963-1967 West Virginia Institute of",Carolina,33.1454,-87.7222
"WHITE, DAVID HART",DAVID HART WHITE,"istorian university professor businessman.  BornJuly 13, 1922, Birmingham.  ParentsJames Herbert and Margaret Morgan White.  Marri",Birmingham,33.5186,-86.8104
"BALL, RICHARD WILLIAM",RICHARD WILLIAM BALL,", Ph.D. in mathematics, 1948. Taught mathematics at the University of Washington, 1948-1954 Auburn University1954-1988. Member of ",Auburn,32.6099,-85.4808
"GODDARD, NETTYE GEORGE KENT",NETTYE GEORGE KENT GODDARD,"he University of the Pacific. Taught English in Gadsden, 1942-1943 San Jose, Calif., Unified School District, 1957-1969 coordinato",Gadsden,34.0143,-86.0066
"McLEOD, GROVER STEPHEN",GROVER STEPHEN McLEOD,"submarine service, 1941-1946. Practiced law in Birmingham for fifty years board certified as a civil practice lawyer. Involved in ",Birmingham,33.5186,-86.8104
"PEARSALL, MARION",MARION PEARSALL,"nia at Berkeley, Ph.D., 1950. Taught at the University of Arkansas, 1950 research fellow at Rhodes Livingstone Institute, British ",Kansas,33.9048,-87.5578
"WILLIAMS, BENJAMIN BURFORD",BENJAMIN BURFORD WILLIAMS,"1971. Grew up in Mobile, Ala. Taught at University of Alabama, Mobile, 1950 Vanderbilt, 1950-1952 Martin College, 1952-1953 Univer",Mobile,30.6954,-88.0399
"WILLMAN, LEON D.",LEON D. WILLMAN,"ling Co., summers, 1947-1949. Taught at Tuscaloosa County High School, 1951-1953 Tuscaloosa High School, 1953-1955 Jacksonville St",Jackson,31.5087,-87.8944
"BACON, MARY GORDON PERKINS",MARY GORDON PERKINS BACON,"le State College, B.S., 1956. Taught in the Anniston Public Schools until 1959.  Died May 28, 1999.
",Anniston,33.6598,-85.8316
"LINCOLN, CHARLES ERIC",CHARLES ERIC LINCOLN,"ident, Clark College, 1960-63 Taught at Clark College, 1954-65 at Portland State University, 1965-67 at Union Theological Seminary",Union,32.9501,-87.1336
"AXFORD, FAYE ACTON",FAYE ACTON AXFORD,"y Bank, 1943-1950, 1970-1971. Moved to Athens, Ala., in 1971, where she owned and managed a restaurant. Member of the Alabama Hist",Athens,34.8029,-86.9717
"CHASTAIN, ELIJAH DENTON",ELIJAH DENTON CHASTAIN,"uate studies in the School of Business at Auburn University , 1956-89. Editor of the Journal of the Alabama Academy of Science, 19",Auburn,32.6099,-85.4808
"GAMBEL, JOHNNIE GENEVA RODEN DOLE",JOHNNIE GENEVA RODEN DOLE GAMBEL,"ool, graduated 1942 Larrimore Business College additional study at the University of Arkansas at Little Rock, Shelton State Colleg",Kansas,33.9048,-87.5578
"HEBSON, ANN HELLEBUSCH",ANN HELLEBUSCH HEBSON," relations director, National Business College, Roanoke, Va., 1968-1969 director of information services and radio producer, Mary ",Roanoke,33.1529,-85.3722
"JONES, MADISON PERCY, JR.","MADISON PERCY JONES, JR.","1951-1953. US Army, 1945-1946 taught Miami University in Oxford, Ohio, 1953-1954 University of Tennessee, 1954-1956 Auburn Univers",Auburn,32.6099,-85.4808
"LEWIS, JESSE J.",JESSE J. LEWIS,":
Businessman, reporter, college president. Born:January 3, 1925, Tuscaloosa. Married:Helen Merriweath",Tuscaloosa,33.2098,-87.5692
"RUIZ-FORNELLS, ENRIQUE",ENRIQUE RUIZ-FORNELLS,"n the Spanish Army, 1949-1951 taught at the University of Madrid, 1950-1957 professor of Spanish, American Embassy, 1955-1957 McGi",Madrid,31.0363,-85.3825
"SAUNDERS, HARRIS, JR.","HARRIS SAUNDERS, JR.",":
Business executive. Born:Jan. 26, 1925, in Birmingham. Parents:Harris and Zoe Reed (Black) Saunders.",Birmingham,33.5186,-86.8104
"VROMAN, MARY ELIZABETH CUNNINGHAM",MARY ELIZABETH CUNNINGHAM VROMAN,"9. Reared in the West Indies. Taught at Camden Academy, Camden, Ala. in Sylacauga and Montgomery, Ala. and in Chicago and New York",Camden,31.991,-87.2908
"BRADLEY, BERT EDWARD",BERT EDWARD BRADLEY,", Ph.D., 1955.  USNavy, WWII. Taught at the University of Richmond, 1955-67 at the University of North Carolina, 1967-73 professor",Carolina,33.1454,-87.7222
"CHRISTIAN, MARIE ROBERTS",MARIE ROBERTS CHRISTIAN,ned AA Teaching Certificate). Taught at Riverside Elementary School in Decatur and Verner Elementary School in Tuscaloosa (1953-19,Decatur,34.6059,-86.9833
"LEE, NELLE HARPER",NELLE HARPER LEE,ne year at Oxford University. Lived in New York in the 1950's employed as a reservations officer for Eastern Airlines while she wo,Oxford,33.6143,-85.8355
"SMITH, ANDREW REID, II",ANDREW REID SMITH II,"in Demopolis, Ala., at family home, Bluff Hall lived later in Prattville, Ala. Parents:Charles Singleton Smith and Bertha Broun Sm",Demopolis,32.5174,-87.8369
"DUNCAN, BENJAMIN DILLARD",BENJAMIN DILLARD DUNCAN,":
Businessman, theatrical director, editor writer. Born:November 8, 1927, Birmingham. Education:Univer",Birmingham,33.5186,-86.8104
"GLENN, MOSES L.",MOSES L. GLENN," State University, B.S., M.A. Taught high school mathematics in Montgomery public schools after ten years teaching, served as educ",Montgomery,32.3792,-86.3077
"HARRINGTON, BOB",BOB HARRINGTON,"US Navy worked in photography business in Tuscaloosa and insurance business in Mobile and Butler. In 1958, experienced a religious",Butler,32.0891,-88.2219
"LOWRY, INA FINCHER",INA FINCHER LOWRY," Troy State Teachers College. Lived in Andalusia. Died November 9, 1999.
",Andalusia,31.3088,-86.4836
"McDONALD, DOROTHY CARTER",DOROTHY CARTER McDONALD," School, Tuscumbia, 1970-1971 taught at Coffee High School and Faulkner University. Taught art to private students. Member:Tenness",Tuscumbia,34.7312,-87.7017
"SOLOMON, JACK",JACK SOLOMON,"d study at Auburn University. Taught at Kingston High School, Troy State University, Auburn University, Wallace Junior College (Se",Auburn,32.6099,-85.4808
"THOMAS, MARY MARTHA HOSFORD",MARY MARTHA HOSFORD THOMAS,"ory University, Ph.D., 1971.  Taught history at Northern Michigan University, 1964-1968, Jacksonville State University after 1971.",Jackson,31.5087,-87.8944
"TURNER, THOMAS COLEMAN",THOMAS COLEMAN TURNER,":
Businessman author. Born:January 28, 1927, Oxford, Ala. Parents:Eugene Lauderdale and Frances (Colem",Oxford,33.6143,-85.8355
"AYERS, JAMES W.",JAMES W. AYERS,"logies, and local newspapers. Lived in Attalla.
",Attalla,34.0209,-86.0991
"CARROLL, MERLE TILLEY",MERLE TILLEY CARROLL,"ph-Macon College, A.B., 1949. Taught in the public schools of Enterprise. Had stories published in Jack and Jill, Together, and Na",Enterprise,31.3152,-85.8552
"DAVIS, NORMAN DUANE",NORMAN DUANE DAVIS,"rsity, M.S., 1955 Ph.D. 1957. Taught at the University of Georgia, 1957-1958 Auburn University, 1958-1990. Member of several profe",Auburn,32.6099,-85.4808
"McWHINEY, GRADY",GRADY McWHINEY,"n US Marine Corps, 1946-1947. Taught American history at Troy State University, 1952-1954 Millsaps College, 1956-1959 Northwestern",Troy,31.8088,-85.9699
