Last_First,First_Last,info,location,latitude,longitude
"MASON, AUGUST HOWARD",AUGUST HOWARD MASON," July 11, 1927. Children:One. Education:A.B., Ohio Wesleyan University, 1919 Ph.D., Universite de Paris, 1924. Flying cadet, WWI. ",,,
"PENICK, LADIE AVERETTE FONVILLE",LADIE AVERETTE FONVILLE PENICK,NOT FOUND,,,
"SHPAKOVSKII, ANATOLII IGNATEVICH",ANATOLII IGNATEVICH SHPAKOVSKII,"95, in St Petersburg, Russia. Education:Lyubgyana University, Yugoslavia. Taught in Yugoslavia, 1927-1941 in Germany, 1950-1951, a",,,
"WHITAKER, ARTHUR PRESTON",ARTHUR PRESTON WHITAKER,"in Fellow, Harvard, 1920-1921 studied at the Sorbonne, 1919. Taught at University of Tennessee Simmons New York University Amherst",,,
"BARNETT, CORA CHASTANG",CORA CHASTANG BARNETT,"ust 31, 1924. Children:Three. Education:public schools of Citronelle Huffstetler Business College. Secretary for Mobile Tractor Co",,,
"LUTTRELL, CAROLYN LANE",CAROLYN LANE LUTTRELL," Luttrell, November 11, 1949. Education:B.A., Woman's College of Alabama, 1917 M.A., Smith College, 1919 further study, University",,,
"PILCHER, JOSEPH MITCHELL",JOSEPH MITCHELL PILCHER," March 1, 1930. Children:Two. Education:Tulane University, 1921-1923 University of California at Berkeley, 1932-1933 Pacific Unita",,,
"SAVELLE, MAXWELL",MAXWELL SAVELLE,"ar. 18, 1950. Children:Three. Education:Columbia University, A.B. (1924), M.A. (1926), and Ph.D. (1932). Taught at Columbia Univer",,,
"SHANKS, HENRY THOMAS",HENRY THOMAS SHANKS," Aug. 31, 1929. Children:One. Education:Wake Forest College, A.B., A.M., L.H.D University of Chicago, A.M. University of North Car",,,
"STANFIELD, MATTIE COLE",MATTIE COLE STANFIELD,"n June 7, 1924. Children:Two. Education:graduated high school in 1915 in Etowah Co., Ala. attended junior college. Taught public s",,,
"TATE, ALBERTA HINDS",ALBERTA HINDS TATE,nds. Married:Robert Lee Tate. Education:attended Lulie Compton Seminary [a private girls' school in Birmingham] and Martha Washing,,,
"THOMAS, ALFRED BARNABY",ALFRED BARNABY THOMAS,"July 5, 1924. Children:Three. Education:University of California, A.B., M.A., Ph.D. Taught at University of California, 1923-1927 ",,,
"THOMPSON, HENRIETTA MARY",HENRIETTA MARY THOMPSON,"d Alphonsine (Walz) Thompson. Education:Newcomb College, A.B. Columbia University, M.A. Taught at Lewisburg College, 1917-1919 Uni",,,
"WYATT, THOMAS EUGENE",THOMAS EUGENE WYATT,NOT FOUND,,,
"YANCEY, PATRICK HENRY",PATRICK HENRY YANCEY,"' New Orleans Province, 1912. Education:Spring Hill College St Stanislaus College, Macon, Ga. Gonzaga, B.A., 1919 studies in Spain",,,
"ACTON, HUL-CEE MARCUS",HUL-CEE MARCUS ACTON," July 18, 1927. Children:One. Education:Georgetown College (Kentucky), A.B., 1917 University of Wisconsin, M.A., 1920, Ph.D., 1925",,,
"BROOKS, OLIVE",OLIVE BROOKS,"ewart and Emma Connor Brooks. Education:Attended Shorter College, Randolph Macon Woman's College, the University of Arizona, Colum",,,
"BUTTERFIELD, MARVIN ELLIS",MARVIN ELLIS BUTTERFIELD,"University of Illinois, Ph.D. studied at the University of Colorado, the University of OKhoma and the State University of Iowa. Ca",,,
"CARMICHAEL, PETER ARCHIBALD",PETER ARCHIBALD CARMICHAEL,"ried Louise Swannanoa Harris. Education:Johns Hopkins University, B.S., 1927 Columbia University, A.M., 1928 University of North C",,,
"CASH, McKINLEY",McKINLEY CASH," May 4, 1926. Children:Three. Education:State Secondary Agricultural School in Hamilton, 1921 attended Troy State College graduate",,,
"COLCORD, BRADFORD CLAUDE",BRADFORD CLAUDE COLCORD,"on Philips, December 29, 1923.Education: University of Michigan, 1921. US Navy, WWI. Work as superintendent, Crucible Steel,, 1926",,,
"FARISH, HUNTER DICKINSON",HUNTER DICKINSON FARISH,"d Sallie (Dickinson) Farrish. Education Princeton University, B.S., 1922 Harvard University, M.A., 1926 Ph.D., 1936. Served as ass",,,
"GOSSER, LEO",LEO GOSSER,"ladys Hulsted. Children: two. Education:Kirksville State Teacher's College, B.S. University of Chicago, Ph.D. Taught at Alabama Po",,,
"KENNAMER, LORRIN GARFIELD",LORRIN GARFIELD KENNAMER,"uie Lee Hart. Children:Three. Education: Peabody Institute, M.A. and Ph.D. degrees. Teacher, Eastern Kentucky State Teachers Colle",,,
"McMURRY, MILDRED FRANKLIN DODSON",MILDRED FRANKLIN DODSON McMURRY," McMurry, 1924. Children:Two. Education:A.B., Tennessee College for Women, 1920 postgraduate work, University of Chicago, 1924. Em",,,
"WOOD, MATTIE PEGUES",MATTIE PEGUES WOOD,"ark Wood, 1923. Children:Two. Education:Mississippi State College for Women, 1916 Columbia University, two years Harvard Universit",,,
"ADAMS, HENRY WELCH",HENRY WELCH ADAMS,"orn:April 2, 1898, Bonham, TX Education:Southern Methodist University, A.B., 1921 Columbia University, A.M., 1929. Taught English ",,,
"BATHURST, JAMES ELMER",JAMES ELMER BATHURST,"Bathurst, 1919. Children:Two. Education:McPherson College, A.B., 1922 Iowa State University, A.B., Ph.D., 1926. Postdoctoral fello",,,
"BOWEN, ROBERT A.",ROBERT A. BOWEN,", May 23, 1926. Children:one. Education:University of Georgia, 1923. While at the university worked on the university paper, The G",,,
"BOYD, MINNIE CLARE",MINNIE CLARE BOYD,"d Maud Cotrell Townsend Boyd. Education:Agnes Scott College Columbia University, M.A., Ph.D. Worked as a high school teacher serve",,,
"BROWN, LOU",LOU BROWN,"une 24, 1924. Children:Seven. Education:Judson College Troy State Teachers College. Served as hostess for the Community Club in An",,,
"GUZMAN, JESSIE PARKHURST",JESSIE PARKHURST GUZMAN,"cio L. Guzman, June 25, 1940. Education:Howard University, A.B., 1919 Columbia University, M.A., 1924 University of Chicago, 1935-",,,
"HOLT, THAD",THAD HOLT,"bruary 4, 1928. Children:Two. Education:Colorado College, A.B., 1920. Worked in advertising, 1920 associated with Famous Features ",,,
"JACKSON, WALTER MAHAN",WALTER MAHAN JACKSON,":
Teacher, educational administrator. Born:March 5, 1898, Kentucky. Parents:Dave and Katherine Mahan Jackson. M",,,
"MUNRO, IRENE BRINSON",IRENE BRINSON MUNRO," January, 1934. Children:One. Education:Andrew Junior College, diploma, 1917 Wesleyan College, B.A., 1919 Columbia University, M.A",,,
"PEARSON, ANLOUISA",ANLOUISA PEARSON,ry Catherine (Hicks) Pearson. Education:Select School for Girls and Women's College in Montgomery. Early poetry appeared in Southe,,,
"VICKERY, KATHERINE",KATHERINE VICKERY," and Etta (McMillan) Vickery. Education:North Georgia College, A.B., 1918 George Peabody College, A.M., 1919 Ph.D., 1929. Taught E",,,
"WRIGHT, JOHN PEAVEY",JOHN PEAVEY WRIGHT,"arried:Darry. Children:Three. Education:Ph.D., 1932. Lived in Auburn. 
",,,
"XAN, ERNA OLESON",ERNA OLESON XAN,"tember 2, 1922. Children One. Education Battle Creek College, A.B., 1930 University of Michigan, M.A., 1946. Taught country school",,,
"ALYEA, PAUL EDGAR",PAUL EDGAR ALYEA,"Marie Rockhold. Children:two. Education:University of Illinois, B.S., M.S., and Ph.D. Taught at the University of Pittsburgh, Butl",,,
"ANDERSEN, INEZ ELLIOTT",INEZ ELLIOTT ANDERSEN,"er W. Andersen. Children:One. Education:George Peabody College, B.S., M.A., 1936. Public school teacher in Birmingham, 1918-1920, ",,,
"BEE, FANNA MAI KEES",FANNA MAI KEES BEE,"rence LaPearl (Maxwell) Kees. Education:Whitworth College, 1916-1919. Married:Eugene Seavey Bee, May 5, 1921. Children:Three. Held",,,
"COLLINS, HENRY BASCOM",HENRY BASCOM COLLINS,"ember 26, 1931. Children:One. Education:Millsaps College, A.B., 1922 George Washington University, A.M., 1925. Worked with Nationa",,,
"DRAUGHON, RALPH BROWN",RALPH BROWN DRAUGHON,"titute, B.S., 1921 M.S., 1929 studied at the University of Chicago, summers of 1923 and 1939. High school teacher in Choctaw Count",,,
"GIBSON, JOHN MENDINGHALL",JOHN MENDINGHALL GIBSON,"rginia Elizabeth Smith, 1940. Education:University of North Carolina, B.A., 1919 Columbia University, B. Litt., 1921 Certificate o",,,
"HIGGINS, ADDIE LEE",ADDIE LEE HIGGINS,", June 3, 1936. Children:One. Education:George Peabody College, B.S. Columbia University, M.A. Teacher for six years, Western Kent",,,
"JAYNES, BESSIE WEBB",BESSIE WEBB JAYNES,"n Alabama after her marriage. Education:acquired in Chicago. Wrote music, lyrics, and poems, which were published in standard maga",,,
"LEWIS, JOSEPH",JOSEPH LEWIS,"oller Grubman, July 15, 1952. Education:Public schools. Founded the publishing firm Freethought Press Association. An atheist and ",,,
"PARTIN, ROBERT LOVE",ROBERT LOVE PARTIN,"nald Sherard, August 4, 1930. Education:Middle Tennessee State College, B.S. 1927, M.A. George Peabody College for Teachers, 1928 ",,,
"STEVENS, LUCILE VERNON",LUCILE VERNON STEVENS,"on. Married:Harry L. Stevens. Education:Wichita State University, A.B., 1919 graduate study at University of Arkansas, 1854. Taugh",,,
"THOMAS, CHAMINTNEY ELIZABETH",CHAMINTNEY ELIZABETH THOMAS,"ssell County). Children:Four. Education:graduate of Maryville College (Tenn.). Taught grade school for 2 years taught piano, organ",,,
"BAKER, GLADYS",GLADYS BAKER,NOT FOUND,,,
"BOGGAN, LOUISE WARD",LOUISE WARD BOGGAN,"ed:Jeff Boggan. Children:One. Education:Mississippi State College for Women, B.A., 1927 attended the Palmer Institute of Creative ",,,
"BRASHER, PHELAN BRIGHT",PHELAN BRIGHT BRASHER,"Eleanor Buck. Children:Three. Education:Union University in Jackson, Tenn. graduate work at Peabody College. Employed as a chemist",,,
"CANNON, RACHEL-DUKE HAMILTON",RACHEL-DUKE HAMILTON CANNON,NOT FOUND,,,
"FITZGERALD, ZELDA SAYRE",ZELDA SAYRE FITZGERALD," April 3, 1920. Children One. Studied ballet and wrote poems and stories.  During the 1020s lived  a glamorous, extravagant lifest",,,
"POSEY, WALTER BROWNLOW",WALTER BROWNLOW POSEY,"tember 1, 1926. Children:One. Education:University of Chicago, Ph.B., 1923 M.A., 1930 Vanderbilt University, Ph.D., 1933. Taught a",,,
"RUSHTON, WILLIAM JAMES",WILLIAM JAMES RUSHTON,"ember 24, 1926. Chi1dren Two. Education:Washington and Lee University, B.S., 1921. Employed as manager, later board chairman, of B",,,
"TAYLOR, CLEMENT ALLEN",CLEMENT ALLEN TAYLOR,NOT FOUND,,,
"TRENHOLM, HARPER COUNCIL",HARPER COUNCIL TRENHOLM,"d:Portia Lee. Children:Three. Education:Morehouse College, A.B. University of Chicago, M.A., Ph.D. Acting president State Normal S",,,
"WILSON, ELKIN CALHOUN",ELKIN CALHOUN WILSON,"n Valdosta, Ga. Married:1937. Education:Emory University, Ph.B., 1922 Harvard, A.M., 1927, Ph.D., 1934. Taught English at Northwes",,,
"BURGHARD, AUGUST",AUGUST BURGHARD,"ied:Lois Baker. Children:Two. Education:Attended Mercer University, 1921-1925 Northwestern University, 1937-1939 Emory University,",,,
"CALVERT, WILLIAM JONATHAN, JR.","WILLIAM JONATHAN CALVERT, JR.","almer Daugette. Children:One. Education:Virginia Military Institute, A.B., 1920 Harvard University, A.M, 1922, Ph.D., 1929. Taught",,,
"CIRLOT, FELIX LOSSING",FELIX LOSSING CIRLOT,"A. and Annie (Sibley) Cirlot. Education:Graduate of Spring Hill College. Died March 30, 1956.
",,,
"COOPER, HERSTON MACAGER",HERSTON MACAGER COOPER,"ginia Averyt. Children:Three. Education:Birmingham Southern College, A.B., M.A. Taught at Phillips High School in Birmingham membe",,,
"COX, OLIVER CROMWELL",OLIVER CROMWELL COX,"rican citizen, July 14, 1926. Education:Northwestern University, B.S.L., 1928, University of Chicago, M.A., 1932 Ph.D. 1938. Profe",,,
"KNAPP, WILLIAM JOSIAH",WILLIAM JOSIAH KNAPP,"ee and Lilah Trestrail Knapp. Graduate of Lewis Hotel Training School in Washington, D.C. Worked in carnivals during the depressio",,,
"MALLON, RAYMOND PAUL",RAYMOND PAUL MALLON,"ane Wingreene, June 29, 1929. Education: University of Louisville, 1918-19 University of Notre Dame, 1919-20. Writer for Louisvill",,,
"SANDERS, JENNINGS BRYAN",JENNINGS BRYAN SANDERS,"Mary Purviance, June 6, 1923. Education Franklin College of Indiana, A.B. 1923 University of Chicago, A.M., 1925, Ph.D. , 1928. Ta",,,
"SCHENK, GRETCHEN KNIEF",GRETCHEN KNIEF SCHENK,"d:Franz Shenk, June 15, 1942. Education:University of California in Los Angeles, B.A. University of Illinois, B.S. (library scienc",,,
"TINGLEY, GLENN VINCENT",GLENN VINCENT TINGLEY,"ember 10, 1921. Children:Six. Education:attended Los Angeles Seminary and Los Angeles Pacific College Mt. Vernon University, A.B.,",,,
"WHITE, ROY IRVEN",ROY IRVEN WHITE,", June 7, 1924. Children:Two. Education:Manchester College, B.A., 1927 Bethany Biblical Seminary, B.D. Northwestern University, M.",,,
"WILLIS, MARY FARLEY",MARY FARLEY WILLIS,"cember 5, 1934. Children:One. Education:Chilton County High School Southern Junior College, Ooltewah, Tenn. Secretary-bookkeeper, ",,,
"BAKER, ROGER DENIO",ROGER DENIO BAKER,"ber 29, 1929. Children:Three. Education:University of Wisconsin, A.B., 1924 Harvard University, M.D., 1928 attended the University",,,
"BARTON, VIRGINIA ANN HOOPER",VIRGINIA ANN HOOPER BARTON,. Bruce Barton. Children:Two. Education:attended University of Idaho. Employed with the Alabama Health Department for twenty-seven,,,
"BROADUS, ELEANOR BOYCE",ELEANOR BOYCE BROADUS,"et Russell (Sargent) Broadus. Education:Judson College, A.B., 1923 George Peabody, M.A., 1926, B.S. in Library Science, 1933. Taug",,,
"DYER, JOHN PERCY",JOHN PERCY DYER,"arried:Frances Thaxton, 1925. Education:B.A., 1925 Peabody College, B.S., 1926 M.A., 1930 Vanderbilt University, Ph.D., 1932. Taug",,,
"FOOTE, GASTON",GASTON FOOTE,"ee Young, 1927. Children One. Education Southern Methodist University, B.D., M.A. Iliff School of Theology, Th.D.  Admitted to the",,,
"FORNEY, KATHERINE ELIZA",KATHERINE ELIZA FORNEY," Anne Lee (Bonholzer) Forney. Education Florence Normal School, 1917-1921 Teachers College of Columbia University, George Peabody ",,,
"GRIFFITH, GEORGE P.",GEORGE P. GRIFFITH,"cher. Born: November 2, 1902. Education:high school in Buchanan, Ga. Southern Shorthand and Business University, 1924 Emory Univer",,,
"KOHN, JOHN PETER, JR.","JOHN PETER KOHN, JR.",", Mar. 6, 1937. Children:One. Education:Starkes University School, Montgomery St Louis University Spring Hill College University o",,,
"LOVETT, ROSE MARIE GIBBONS",ROSE MARIE GIBBONS LOVETT,"ril 29, 1944. Children:Eight. Education:Gladys Cook College of Beauty, Colorado Springs, Colo. Employed by Southern Bell Telephone",,,
"LYON, RALPH MUSE",RALPH MUSE LYON,". Married: Margaret Charters. Education:B.S., The Citadel (South Carolina Military College), 1923 M.A., University of North Caroli",,,
"SPIES, TOM DOUGLAS",TOM DOUGLAS SPIES,"n Earl and Mary (Love) Spies. Education:University of Texas, A.B. Harvard University, M.D. Did internship at Peter Bent Brigham Ho",,,
"WILLIAMS, MARGARET JOHNSON",MARGARET JOHNSON WILLIAMS,"e G. Williams, June 29, 1923. Education:Judson College, A.B., 1922 University of Texas, A.M., 1924. Wrote Christian training liter",,,
"AKIN, EUGENIA THOMPSON",EUGENIA THOMPSON AKIN," and Maude (Massey) Thompson. Education:Agnes Scott College. Married:John M. Akin, Sr. Children:Three. Worked as Parent Education ",,,
"BANKHEAD, TALLULAH BROCKMAN",TALLULAH BROCKMAN BANKHEAD,"1937, divorced June 13, 1941. Education:Convent of the Sacred Heart in Manhattanville, NY. Abandoned school to attempt an acting c",,,
"BOOZER, CELINA LUZANNE",CELINA LUZANNE BOOZER,a Elizabeth (Landers) Boozer. Education:Cincinnati Conservatory of Music. Established and ran a conservatory of music in Anniston.,,,
"BRISTOW, GWEN",GWEN BRISTOW,"ruce Manning, June 14, 1929.  EducationJudson College, B.A., 1924 Columbia University School of Journalism.  Reporter for the New ",,,
"BUNCE, WILLIAM HARVEY",WILLIAM HARVEY BUNCE,"ada McBryde, August 19, 1931. Education:Columbia University New York School of Design. Staff Sergeant, US Marine Corps, WWII. Supe",,,
"CASEY, ALBERT EUGENE",ALBERT EUGENE CASEY,"oanne Gunn, November 8, 1952. Education:Spring Hill College, A.B., 1922 St Louis University, M.D., 1927. Pathologist and teacher o",,,
"DURR, VIRGINIA HEARD FOSTER",VIRGINIA HEARD FOSTER DURR,"March 5, 1926. Children:Five. Attended Wellesley College, 1921-23. Member of the Southern Conference for Human Welfare (1938) and ",,,
"GALLAWAY, MARIAN",MARIAN GALLAWAY,". and Mattie (Wilfert) Hesse. Education:Goucher College, 1921-1924 University of Michigan, A.B., 1925 M.A., 1924 State University ",,,
"HOOLE, WILLIAM STANLEY",WILLIAM STANLEY HOOLE,"hirley Coleman, May 30, 1970. Education:Wofford College, A.B., 1924, A.M., 1931 Duke University, Ph.D., 1934 North Texas State Uni",,,
"LEE, LAWRENCE HAYWOOD, JR.","LAWRENCE HAYWOOD LEE, JR."," June 28, 1969. Children:One. Education:University of Virginia, B.S., 1924 Harvard University, M.A., 1938. Military service USNavy",,,
"MARTIN, ROSCOE COLEMAN",ROSCOE COLEMAN MARTIN,"tember 2, 1926. Children:One. Education:B.A., University of Texas, 1924 M.A., 1925 University of Chicago, Ph.D., 1932. Taught at t",,,
"MAY, AGNES",AGNES MAY,"in Snyder and Lubbock, Texas. Education:Kidd-Key College and Conservatory, a Methodist women's college in Sherman, Texas (closed 1",,,
"McCANN, FRANKLIN THRESHER",FRANKLIN THRESHER McCANN,"sther Nelson. Children:Three. Education:B.A., Denison College M.A., Harvard M.A., Ph.D., Columbia University. Employed by Denison ",,,
"MEEKS, LILLIAN FORT",LILLIAN FORT MEEKS,", Ala. Married:John H. Meeks. Education:Mississippi State University. Employed as English teacher for thirty-one years. Died May 2",,,
"STREET, JAMES HOWELL",JAMES HOWELL STREET,"une 20, 1923. Children:Three. Education:attended Massey School, Pulaski, Tenn. attended Southwestern Baptist Theological Seminary ",,,
"STRONG, HERMAN E.",HERMAN E. STRONG,NOT FOUND,,,
"UMBACH, ARNOLD WILLIAM",ARNOLD WILLIAM UMBACH,"April 24, 1931. Children:Two. Education:OKhoma Southwestern State University, B.S., 1927 Northern Colorado University, M.S., 1940.",,,
"BARRETT, LINTON LOMAS",LINTON LOMAS BARRETT,", May 26, 1937. Children:One. Education:Mercer University, B.A., 1928 University of Virginia, DuPont fellow, 1930-1931 University ",,,
"BROOKINS, DEWEY C.",DEWEY C. BROOKINS, Frederickson. Children:five. Education:Attended the US Naval Academy and worked as a naval inspector. Automobile salesman in Mont,,,
"CHASE, RICHARD",RICHARD CHASE,"lier and Emma Florence Chase. Education:Antioch College, B.S., 1929. Lecturer on folklore and storyteller of Appalachian folktales",,,
"ELLISON, RHODA COLEMAN",RHODA COLEMAN ELLISON,"va Lucille (Cooper) Ellison.  Education: Randolph-Macon Womens College, B.A., 1925 Columbia University, M.A., 1929 University of N",,,
"FENDLEY, ERIN LIVINGSTON",ERIN LIVINGSTON FENDLEY," June 12, 1924. Children Two. Education Athens College, 1920-1922 Detroit Institute of Musical Arts, 1922-1924. Taught in the publ",,,
"GALLAGHER, BUELL GORDON",BUELL GORDON GALLAGHER,"tember 1, 1927. Children:two. Education:Carleton College, B.A., 1925 Union Theological Seminary, B.D., 1929 Columbia University, P",,,
"HILL, HENRIETTA FONTAINE McCORMICK",HENRIETTA FONTAINE McCORMICK HILL,"ss, 1923-1969). Children:Two. Education:St Mary's Episcopal School for Girls, Raleigh, N.C., 1922-1923. Member of the board, Women",,,
"JENKINS, FLORENCE SMITH",FLORENCE SMITH JENKINS,NOT FOUND,,,
"KING, SPENCER BIDWELL",SPENCER BIDWELL KING,"ec. 26, 1934. Children:Three. Education:Mercer University, A.B., 1929 George Peabody College, M.A., 1936 University of North Carol",,,
"MARSHALL, WALLACE",WALLACE MARSHALL,"rie Clayton, August 14, 1953. Education:B.A., University of Wisconsin, 1930 B.M., 1932 M.D., 1933, Northwestern University. Employ",,,
"McWHORTER, CHARLES COKER",CHARLES COKER McWHORTER,"mber 2, 1923. Children:Three. Education:Moulton, Ala. High School courses in banking and real estate. Employed as cashier, Bank of",,,
"OSBORN, GEORGE COLEMAN",GEORGE COLEMAN OSBORN,", May 20, 1936. Children:Two. Education:Mississippi College, A.B., 1927 Indiana University, M.A., 1932 chairman of the Social Serv",,,
"BEATTY, RICHMOND CROOM",RICHMOND CROOM BEATTY,"rried:Floy Ward, May 7, 1927. Education:Public schools of Birmingham Birmingham Southern College, A.B., 1926, M.A., 1928 Vanderbil",,,
"COOK, ROBERT DANE",ROBERT DANE COOK,"mber 14, 1928. Children: one. Education:Birmingham Southern College. Pastor of Methodist Churches in Birmingham, Fort Payne, North",,,
"FORT, WILLIAM EDWARDS, JR.","WILLIAM EDWARDS FORT, JR."," 1942. Married Anne H. Fort.  Education Georgia Institute of Technology, B.S., 1930 Duke University, M.A., 1932 Ph.D. 1934. Taught",,,
"GRIFFITH, LUCILLE BLANCHE",LUCILLE BLANCHE GRIFFITH,"d Caroline (Mabuce) Griffith. Education:Belhaven College, A.B., 1929 Tulane University, M.A., 1942 Brown University, Ph.D., 1957. ",,,
"JENKINS, WILLIAM HARRISON",WILLIAM HARRISON JENKINS,":
Teacher, educational administrator, legislator. Born:May 29, 1905, Decatur, Ala. Parents:George Luckey and My",,,
"KNOX, JOHN",JOHN KNOX,"24 March 1941. Children:Four. Education:Abilene Christian College McMurry College. Spent his early childhood in Eutaw, Ala., where",,,
"LOGUE, PAULINE McLEOD",PAULINE McLEOD LOGUE,"gust 20, 1929. Children:Four. Education:Agnes Scott College, A.B., 1927. Taught at Luverne, Ala., 1927-1929. Mr. Logue was 4-H dir",,,
"MAYFIELD, SARA",SARA MAYFIELD,"November 12, 1924 (divorced). Education:University of Paris, 1926 University of Chicago, 1927 A.B., Goucher College, 1928 Universi",,,
"McCLENDON, JAMES BARNEY",JAMES BARNEY McCLENDON,"e study, Columbia University. Studied and taught English at theUniversity of Berlin and Freiburg University assistant to the presi",,,
"REID, DELBERT",DELBERT REID,NOT FOUND,,,
"TOWER, JAMES ALLEN",JAMES ALLEN TOWER,"y, May 9, 1947. Children:Two. Education:University of Washington, A.B., M.S., Ph.D. Taught geography at American University of Bei",,,
"WEAVER, HERBERT",HERBERT WEAVER,"e Henry Clark, March 5, 1944. Education:Birmingham Southern College, A.B., 1926 Vanderbilt University, M.A., 1935, Ph.D., 1941. Ta",,,
"WILSON, LONA MAE LUCKY",LONA MAE LUCKY WILSON," July 29, 1939. Children:One. Education:Livingston State University, B.S., 1932 George Peabody College, M.A., 1939 University of A",,,
"WINN, JOSHUA NICHOLAS, III",JOSHUA NICHOLAS WINN III,"ember 30, 1934. Children:Two. Education:Southwestern College, Memphis, 1924-1926 Dartmouth, A.B., 1928 Columbia, M.A., 1941. Taugh",,,
"WINTZELL, JAMES OLIVER",JAMES OLIVER WINTZELL,ina Schambeau. Children: two. Education:attended Spring Hill College. Worked at Dunbar and Dukate Canning Plant operated several r,,,
"BASLER, ROY PRENTICE",ROY PRENTICE BASLER,"gust 31, 1929. Children:Five. Education:Central College in Fayette, Missouri, A.B., 1927 Duke University, A.M., 1930, Ph.D., 1931.",,,
"BRITTIN, NORMAN AYLSWORTH",NORMAN AYLSWORTH BRITTIN,"rried:Ruth Harris Lowe, 1951. Education:Syracuse University, A.B., 1927, A.M., 1930 post-graduate work at the University of Califo",,,
"COOPER, WELDON",WELDON COOPER,"ed:Julia Allen, June 6, 1930. Education:Abilene Christian College, A.B., 1926 University of Texas, A.M., 1932 University of Chicag",,,
"DUNN, FLOYD R.",FLOYD R. DUNN,"versity of Alabama, 1933-1935 studied at La Salle Extension University, 1940-1944 Certified public accountant worked for various g",,,
"GUFFIN, GILBERT LEE",GILBERT LEE GUFFIN,"as and Nora (Eubanks) Guffin. Education:Mercer University, A.B., 1930 B.D., 1935 Th.M. (1936) and Th.D. (1941), Eastern Baptist Th",,,
"JOHNSTONE, KATHLEEN YERGER",KATHLEEN YERGER JOHNSTONE,"une 24, 1930. Children:Three. Education:Mississippi State College for Women, B.A. Columbia University Denishawn School of Dance Ar",,,
"LADD, EDWARD JOHNSON",EDWARD JOHNSON LADD,"ember 5, 1931. Children: two. Education:Georgia Institute of Technology, B.S., 1930. Engineer, Southern Refractories Co., Fort Pay",,,
"MOSES, HORACE SMITH",HORACE SMITH MOSES,"ina, Kan., November 25, 1906. Education:B.A., Knox College, 1929 B.S., Library Science, Western Reserve, 1938. Employed in product",,,
"BENNETT, WALTER HARTWELL",WALTER HARTWELL BENNETT,"nett. Married:Maxine Purcell. Education:University of Richmond, 1930 Duke University, Ph.D., 1940. Taught in the Virginia public s",,,
"BRINKLEY, IDALEA CROCKER",IDALEA CROCKER BRINKLEY,NOT FOUND,,,
"BUSBY, ROSA LEE",ROSA LEE BUSBY,"ra (Russell) Busby. Education:Studied at the Graduate School of the US Department of Agriculture. Auditor, US Department of Agricu",,,
"CONSTANCE, KATE W.",KATE W. CONSTANCE,NOT FOUND,,,
"GILMORE, EDDY LANIER KING",EDDY LANIER KING GILMORE,"43. Children:Three. Education:Studied at Washington and Lee University, 1925-1926 graduate of Carnegie Institute of Technology, 19",,,
"HOBSON, RICHMOND PEARSON, JR.","RICHMOND PEARSON HOBSON, JR.",itish Columbia. Children:One. Attended Stanford University. Employed as a realtor in New York ranch hand in Wyoming owner with par,,,
"JOHNSON, SAMUEL LAWRENCE",SAMUEL LAWRENCE JOHNSON,"ber 11, 1935. Children:Three. Education:Carleton University, B.A., 1930 Andover Newton Theological School, B.D., 1933 ordained, Co",,,
"KERNODLE, GEORGE RILEY",GEORGE RILEY KERNODLE,"rnodle. Married:Portia Baker. Education:St Lawrence University, B.S., 1926 Carnegie Institute of Technology, 1926-1928 Columbia Un",,,
"SLAYDEN, THELMA THOMSON",THELMA THOMSON SLAYDEN,"cott Slayden on June 3, 1934. Education:attended Georgia State College for Women, University of Georgia, Emory University, Columbi",,,
"THOMPSON, WESLEY SYLVESTER",WESLEY SYLVESTER THOMPSON," Dec. 12, 1929. Children:Two. Education:Southwestern State College, B.A. OKhoma University, M.A. attended Freed Hardeman College, ",,,
"VAN CLEVE, EMERSON SPROATT",EMERSON SPROATT VAN CLEVE," June 13, 1931. Children:One. Education:DePaul University, B.S., 1929 Indiana State University, M.A., 1937. Taught music at Southe",,,
"WALKER, ALYCE BILLINGS",ALYCE BILLINGS WALKER,"rskine Ramsey Walker in 1934. Education:Judson College, A.B., 1928. Taught in public schools of Birmingham 1928-30. Society editor",,,
"WICKS, CHARLES BEAUMONT",CHARLES BEAUMONT WICKS,"uly 15, 1929. Children:Three. Education:Wesleyan University, Conn., A.B., 1929 Johns Hopkins, Ph.D., 1935 University of Paris Univ",,,
"ABERNETHY, CECIL EMORY",CECIL EMORY ABERNETHY,"nnie Pierce (Rast) Abernethy. Education:Birmingham Southern College, A.B., 1930 University of North Carolina, M.A., 1935 Vanderbil",,,
"ABERNETHY, THOMAS YOUNG",THOMAS YOUNG ABERNETHY,"Louise Wallis, June 24, 1932. Education:Birmingham Southern College. Worked as a schoolteacher and later for the Sylacauga News, D",,,
"AVERY, BURNIECE",BURNIECE AVERY,"H. Avery, 1933. Children:One. Education:Wayne State University, B.S. Elementary school teacher in Detroit, Mich., 1954-1973 writer",,,
"BACKUS, OLLIE LUCY",OLLIE LUCY BACKUS,"hur and Kate McDuffee Backus. Education:Michigan College of Education in Kalamazoo for two years University of Michigan, A.B, 1929",,,
"BONNER, CLINT",CLINT BONNER,or High Schools in Birmingham studied journalism and commercial art by correspondence. Owner and president of Southeastern Decal a,,,
