Last_First,First_Last,info,location,latitude,longitude
"KIMBALL, SOLON TOOTHAKER",SOLON TOOTHAKER KIMBALL,"ty, Washington, DC, 1942-1945 taught, Michigan State University, 1945-1948 University of Alabama, 1948-1953 Teachers College of Co",,,
"LYONS, HILARY HERBERT, JR.","HILARY HERBERT LYONS, JR.",NOT FOUND,,,
"PEARSON, ALLEN MOBLEY",ALLEN MOBLEY PEARSON,NOT FOUND,,,
"SNOW, DOROTHEA JOHNSTON",DOROTHEA JOHNSTON SNOW,NOT FOUND,,,
"WARD, GLADYS G.",GLADYS G. WARD," for Young Women, A.B., 1931. Taught junior high school, 1931-1935. Agent, Alabama State Revenue Dept., 1951-1975. Member:Pen Wome",,,
"WERTENBAKER, LAEL TUCKER",LAEL TUCKER WERTENBAKER,NOT FOUND,,,
"WHITMAN, WILLIAM TATE",WILLIAM TATE WHITMAN,"929, M.A., 1933, Ph.D., 1943. Taught at Citadel (1936-47), Duke(1939-40), Emory(1950-1978). Visiting professor, Davidson College. ",,,
"DAVIS, CHARLES SHEPARD",CHARLES SHEPARD DAVIS,NOT FOUND,,,
"DAVIS, WILLIAM COLUMBUS",WILLIAM COLUMBUS DAVIS,"ions at the USSenate, 1933-46 taught Latin American Studies at the University of Georgia, 1948-1951 George Washington University, ",,,
"GARNER, SAMUEL PAUL",SAMUEL PAUL GARNER,NOT FOUND,,,
"GUTHRIE, McCOY",McCOY GUTHRIE,NOT FOUND,,,
"HENRY, WAIGHTS GIBBS, JR.","WAIGHTS GIBBS HENRY, JR.",NOT FOUND,,,
"HITT, ANNIE EARLE LAND",ANNIE EARLE LAND HITT,NOT FOUND,,,
"LAWRENCE, ALFRED STRATTON, JR.","ALFRED STRATTON LAWRENCE, JR.",NOT FOUND,,,
"McMILLAN, MALCOLM COOK",MALCOLM COOK McMILLAN,NOT FOUND,,,
"PIGMAN, WILLIAM WARD",WILLIAM WARD PIGMAN,NOT FOUND,,,
"RAY, GEORGE MCNEILL",GEORGE MCNEILL RAY,NOT FOUND,,,
"WATERS, ANNIE CROOK",ANNIE CROOK WATERS,NOT FOUND,,,
"WEBER, BERNERD CLARKE",BERNERD CLARKE WEBER," Military Intelligence, WWII. Taught history at University of Alabama, 1941-1980. Senior Fulbright Scholar, Royal University of Ma",,,
"BLACKSHEAR, HELEN FRIEDMAN",HELEN FRIEDMAN BLACKSHEAR,NOT FOUND,,,
"CALLAHAN, ALSTON",ALSTON CALLAHAN,NOT FOUND,,,
"CROWE, MILDRED REGINA",MILDRED REGINA CROWE,NOT FOUND,,,
"CRUSE, IRMA BELLE RUSSELL",IRMA BELLE RUSSELL CRUSE,NOT FOUND,,,
"FRENCH, ROBERT WARREN",ROBERT WARREN FRENCH,"  Businessman, university professor, consultant. Born May 8, 1911, South Bend, Ind. Parents Robert War",,,
"GORMAN, ETHEL MILLER",ETHEL MILLER GORMAN,NOT FOUND,,,
"HONOUR, FRANCES MARCHMAN",FRANCES MARCHMAN HONOUR,NOT FOUND,,,
"JACKSON, DOROTHY LOUISA GREENLEE",DOROTHY LOUISA GREENLEE JACKSON,":
Secretary court reporter businesswoman writer. Born:February 19, 1911, Hamburg, Iowa. Parents:Henry Oliver and Mattie (Landre",,,
"KITCHENS, WILLIAM F.",WILLIAM F. KITCHENS,NOT FOUND,,,
"MASON, SARA ELIZABETH",SARA ELIZABETH MASON,NOT FOUND,,,
"McCOWN, JAMES HART",JAMES HART McCOWN,"ter entering Society of Jesus taught in Roman Catholic High Schools high school counselor, Shreveport, La., 1950-1951. Served shor",,,
"McMANUS, JOSEPH FORDE ANTHONY",JOSEPH FORDE ANTHONY McMANUS,"y Clare Rose (Forde) McManus. Moved to United States, 1938 naturalized, 1947. Education:Fordham University, B.S., 1933 Queen's Uni",,,
"MOORE, GLOVER",GLOVER MOORE,NOT FOUND,,,
"PARR, JOHNSTONE",JOHNSTONE PARR,"bilt University, Ph.D., 1941. Taught at the University of Alabama, 1938-1939, and 1941-1962 Kent State University, 1962-1978. Memb",,,
"PAYNE, ROBERT PRINCE",ROBERT PRINCE PAYNE,NOT FOUND,,,
"WALDROP, RUTH WIGGINS",RUTH WIGGINS WALDROP,"gh School and Howard College. Taught Library Science at University of Alabama, 1961-1968, when it was taught in the College of Edu",,,
"WATKINS, LEVI",LEVI WATKINS,"t to the president, 1948-1953 business officer, 1959-1962 acting president, 1962 president, 1963. Vice president, Council of Presi",,,
"WILDMAN, JOHN HAZARD",JOHN HAZARD WILDMAN,"933, M.A., 1934, Ph.D., 1937. Taught at Brown University, 1937-1940 Louisiana State University, 1940-1942, 1945-1980. US Army Air ",,,
"BAILEY, WILLIAM FIELDS",WILLIAM FIELDS BAILEY,rida. Worked for an insurance business. Student of Hudson Strode at the University of Alabama worked with Strode in the creation o,,,
"BARKER, SAMUEL BOOTH",SAMUEL BOOTH BARKER,"ctor in physiology, 1941-1944 taught at the University of Iowa, 1944-1953 University of Vermont, 1962-1965 University of Alabama i",,,
"BARNEY, HOWARD",HOWARD BARNEY,NOT FOUND,,,
"BRASHER, NELL HUGHEY",NELL HUGHEY BRASHER,":
Writer homemaker nurse. Born:December 1, 1912, Perry County. Parents:Monte Zuma and Dovie (Stone) Hughey. M",,,
"DOSTER, JAMES FLETCHER",JAMES FLETCHER DOSTER,"cago, M.A., 1936 Ph.D., 1948. Taught history at the University of Alabama, 1936-1983. Howard College, 1944-1945 worked for Danfort",,,
"HORN, ALFIE CASEY",ALFIE CASEY HORN,"x service. Bridge life master taught bridge classes and participated in tournaments. Died September 24, 2007.
",,,
"LITTRELL, ANITA IRWIN",ANITA IRWIN LITTRELL,"Washington Extension Service. Lived in Tennessee and Alabama, then moved to Richland, Wash. Died November 27, 1981.
",,,
"SAYLORS, GORDON CHASON",GORDON CHASON SAYLORS,NOT FOUND,,,
"SMELLEY, SUSAN B.",SUSAN B. SMELLEY,NOT FOUND,,,
"STRONG, DONALD STUART",DONALD STUART STRONG," University of Chicago, Ph.D. Taught at Western Reserve University, 1937-1939 University of Texas, 1939-1946 and the University of",,,
"TURNER, REX ALLWIN, SR.","REX ALLWIN TURNER, SR.",NOT FOUND,,,
"VON BRAUN, WERNHER",WERNHER VON BRAUN,NOT FOUND,,,
"WELLS, OPAL B.",OPAL B. WELLS,NOT FOUND,,,
"ALDRIDGE, GARET VAN ANTWERP",GARET VAN ANTWERP ALDRIDGE,NOT FOUND,,,
"ALLEN, MEL",MEL ALLEN,"e bar exam in 1933, but never practiced law. Taught at the University of Alabama, 1932-1937. Began his career as a sports announce",,,
"BRADLEY, VAN ALLEN",VAN ALLEN BRADLEY,NOT FOUND,,,
"CARLSON, WARNER W.",WARNER W. CARLSON,NOT FOUND,,,
"CHAMBERS, NELLA JEAN",NELLA JEAN CHAMBERS,NOT FOUND,,,
"CLEM, PAUL LIVINGSTONE",PAUL LIVINGSTONE CLEM,NOT FOUND,,,
"COUNTESS, MARY BIVINS GERON",MARY BIVINS GERON COUNTESS,NOT FOUND,,,
"DAVIDSON, WILLIAM H.",WILLIAM H. DAVIDSON,NOT FOUND,,,
"FULLER, HELEN",HELEN FULLER,NOT FOUND,,,
"GLYNN, ROBERT L.", ROBERT L. GLYNN,NOT FOUND,,,
"MILLER, ERNEST L.",ERNEST L. MILLER,NOT FOUND,,,
"SMITH, GEORGE EVERARD KIDDER",GEORGE EVERARD KIDDER SMITH,NOT FOUND,,,
"WHITING, KENNETH R.",KENNETH R. WHITING,"., 1941 Harvard, Ph.D., 1951. Taught at Tufts University, 1948-1950 Research Associate, Air University, 1951- George Washington Un",,,
"WOODALL, SALLY LEE",SALLY LEE WOODALL,"ed in New Republic US Camera. Taught speech and drama at Princeton University University of Hawaii. Wrote, directed, acted ""As the",,,
"EDINGTON, ANDREW",ANDREW EDINGTON,NOT FOUND,,,
"FOX, DOROTHEA WARREN",DOROTHEA WARREN FOX,NOT FOUND,,,
"FRANKLIN, DENSON NAULS",DENSON NAULS FRANKLIN,NOT FOUND,,,
"KELLING, FURN L.",FURN L. KELLING,NOT FOUND,,,
"MERRIWETHER, JAMES LEWIS",JAMES LEWIS MERRIWETHER,NOT FOUND,,,
"SIMMONS, EDWARD N.",EDWARD N. SIMMONS,NOT FOUND,,,
"STRONG, MARY ANTHONY",MARY ANTHONY STRONG,NOT FOUND,,,
"TRAWICK, BUCKNER BEASLEY",BUCKNER BEASLEY TRAWICK,"rvard University, A.M., Ph.D. Taught English at Clemson University, 1937-1938 University of Mississippi, 1938-1940 Temple Universi",,,
"TRAYLOR, ROSA LYON",ROSA LYON TRAYLOR,NOT FOUND,,,
"WOODRUFF, GWENDOLYN ROBERSON",GWENDOLYN ROBERSON WOODRUFF,NOT FOUND,,,
"BAKER, JOHN NEWTON",JOHN NEWTON BAKER,"35. Education:Howard College. Taught at Howard College and Virginia Polytechnic Institute. Secretary to the head architect of TVA,",,,
"FITZPATRICK, PHILIP MATTHEW",PHILIP MATTHEW FITZPATRICK,NOT FOUND,,,
"GIBBONS, ROBERT FAUCETT",ROBERT FAUCETT GIBBONS,"in the US Navy, World War II. Taught English at the University of Alabama, 1943 at Newcomb College, New Orleans, 1957-58 at the Un",,,
"HALL, GROVER CLEVELAND, JR.","GROVER CLEVELAND HALL, JR.",NOT FOUND,,,
"HASSINGER, BERNICE SHIELD",BERNICE SHIELD HASSINGER,NOT FOUND,,,
"HILL, ELIZABETH CRAIG",ELIZABETH CRAIG HILL,NOT FOUND,,,
"JOHNSON, GOLDA WATSON",GOLDA WATSON JOHNSON,NOT FOUND,,,
"MAEHL, WILLIAM HARVEY",WILLIAM HARVEY MAEHL,"ood Lance, England, 1955-1956 taught, Nebraska Wesleyan University, 1956-1962 and 1964-1968 University of Auckland, New Zealand, 1",,,
"McCRACKEN, WILLIAM LIONEL",WILLIAM LIONEL McCRACKEN,NOT FOUND,,,
"McNEILL, ROBERT BLAKELY",ROBERT BLAKELY McNEILL,"h, Charleston, W.V. , 1968-75 taught at Wilkesboro Community College, NC, 1968-75. Focus of a nationally publicized controversy ov",,,
"WATSON, FRED SHELTON",FRED SHELTON WATSON,NOT FOUND,,,
"WILLBERN, YORK YOUNG",YORK YOUNG WILLBERN,"Army Air Force, World War II. Taught high school in Texas, 1939-1942 North Texas State College, 1942-1943 University of Alabama, 1",,,
"ATKINS, OLIVER FRAZER",OLIVER FRAZER ATKINS,NOT FOUND,,,
"BOSWELL, CHARLES A.",CHARLES A. BOSWELL,NOT FOUND,,,
"BROWN, MARY VIRGINIA POUNDS",MARY VIRGINIA POUNDS BROWN,NOT FOUND,,,
"CHENEY, CORA",CORA CHENEY,NOT FOUND,,,
"CHERASKIN, EMANUEL",EMANUEL CHERASKIN,"Pa. Parents:Herman and Celia (Homes) Cheraskin. Married:Caroline Elwood, September 23, 1944. Children:One. Education:St Joseph's C",,,
"COPELAND, MILES AXE, JR.","MILES AXE COPELAND, JR.",5-53 and 1955-57. Worked as a business and political consultant to Middle Eastern governments and private firms.Contributed articl,,,
"DICKMAN, BYRON A.",BYRON A. DICKMAN,":
Engineer, businessman. Born:January 22, 1916, Defiance, Ohio. Parents:Blaine and Grace (Burkett) Dickman. Marr",,,
"DUNCAN, JULIA COLEY",JULIA COLEY DUNCAN,NOT FOUND,,,
"HAMMOND, RALPH CHARLES",RALPH CHARLES HAMMOND,NOT FOUND,,,
"HIGGINBOTHAM, RALPH D.",RALPH D. HIGGINBOTHAM,":
Businessman Publisher civic leader. Born:July 13, 1916, Flat Rock. Parents:Emory Lawrence and Josie ",,,
"JOHNSON, EUGENE HARPER",EUGENE HARPER JOHNSON,s to many journals and books. Lived in Africa the latter part of his life after 1993 concentrated on painting historic events of O,,,
"JONES, MARY MARTIN",MARY MARTIN JONES,"n Memorial Hospital. In 1954, moved to California. Died October 30, 1983.
",,,
"LARSON, JAMES EDWARD",JAMES EDWARD LARSON,NOT FOUND,,,
"LOTT, JANIE",JANIE LOTT,NOT FOUND,,,
"McDONALD, THOMAS DENNIS",THOMAS DENNIS McDONALD,NOT FOUND,,,
"MORLAND, JOHN KENNETH",JOHN KENNETH MORLAND,NOT FOUND,,,
"POWELL, THURSTON",THURSTON POWELL,NOT FOUND,,,
"STOVER, VIRGINIA HENDRIX",VIRGINIA HENDRIX STOVER,"ry under the Southern Baptist Home Mission Board.For 22 years wrote two columns, ""Woman Talk"" and ""Uplifting."" Died November 1981.",,,
"WALKER, ROBERT HENRY, JR.","ROBERT HENRY WALKER, JR.",NOT FOUND,,,
"WEST, HERBERT BUELL",HERBERT BUELL WEST,NOT FOUND,,,
"ALLISON, HARRISON CLARKE",HARRISON CLARKE ALLISON,NOT FOUND,,,
"AMACHER, RICHARD EARL",RICHARD EARL AMACHER,"ty of Pittsburgh, Ph.D, 1947. Taught at Carnegie Institute of Technology, 1944 Yale University, 1944-1945 Rutgers University, 1945",,,
"CHRISTOPHER, THOMAS WELDON",THOMAS WELDON CHRISTOPHER,NOT FOUND,,,
"FUTRELL, ROBERT FRANK",ROBERT FRANK FUTRELL,"bilt University, Ph.D., 1950. Taught at University of Mississippi, 1938 special consultant to U.S. War Department, 1946 historian ",,,
"HEARD, GEORGE ALEXANDER",GEORGE ALEXANDER HEARD,NOT FOUND,,,
"HELMBOLD, F. WILBUR",F. WILBUR HELMBOLD,"st (Pa.) and owned a printing business, 1936-1942. Served in US Army Air Force, WWII, 1942-1946. Ordained as Baptist minister, 194",,,
"HIGHSAW, ROBERT BAKER",ROBERT BAKER HIGHSAW,"the Department of Research in Business and Public Administration, University of Mississippi, 1945-1955 professor, director of the ",,,
"JOHNSTON, MARGUERITE SPRADLING",MARGUERITE SPRADLING JOHNSTON,NOT FOUND,,,
"KIRKLIN, JOHN WEBSTER",JOHN WEBSTER KIRKLIN,NOT FOUND,,,
"LES TINA, DOROTHY",DOROTHY LES TINA,w School for Social Research. Taught elementary level and adult classes in psychical research and creative writing Women's Army Co,,,
"STATON, THOMAS FELIX",THOMAS FELIX STATON,"hologist in USArmy, 1942-1945 practiced clinical psychotherapy after 1953 captain US Air Force Reserves educational adviser at Air",,,
"WARREN, HOYT MITCHELL",HOYT MITCHELL WARREN,NOT FOUND,,,
"CANNON, JAMES MONROE, III",JAMES MONROE CANNON III,NOT FOUND,,,
"CANNON, LEE FERRARA",LEE FERRARA CANNON,":
University professor, home economist, television hostess. Born:October 21, 1918, Morgantown, W.Va. Parents: Emil and Philo",,,
"CANNON, WILLIAM SCHLEVOIGHT",WILLIAM SCHLEVOIGHT CANNON,NOT FOUND,,,
"CHITWOOD, MARIE DOWNS",MARIE DOWNS CHITWOOD,NOT FOUND,,,
"DELANEY, THOMAS CALDWELL, JR.","THOMAS CALDWELL DELANEY, JR.",NOT FOUND,,,
"GOODRUM, JOHN C.",JOHN C. GOODRUM,NOT FOUND,,,
"GRIMES, MARTIN",MARTIN GRIMES,NOT FOUND,,,
"HUBBARD, PRESTON JOHN",PRESTON JOHN HUBBARD,NOT FOUND,,,
"KIMBROUGH, WILLIAM EDWARD",WILLIAM EDWARD KIMBROUGH,"ersity of Alabama, A.B., M.A. Taught, University of Alabama, 1941-1965. Julius Rosenwald fellowship, 1943 Houghton Mifflin literar",,,
"KING, CLINTON PATRICK",CLINTON PATRICK KING,NOT FOUND,,,
"LINDSEY, HENRY CARLTON",HENRY CARLTON LINDSEY,"onel in US Air Force Reserve. Taught at Ouachita College, 1952-1953 Howard College (now Samford), 1953-1956 Air University, 1956-1",,,
"MOORE, GERALDINE HAMILTON",GERALDINE HAMILTON MOORE,NOT FOUND,,,
"ROBERTS, JOSEPH BOXLEY, JR.","JOSEPH BOXLEY ROBERTS, JR.","h rank of lieutenant colonel. Taught at US Military Academy, 1953-1956 US Air Force Academy, 1956-1963 director of the information",,,
"WHEELER, JESSE HARRISON, JR.","JESSE HARRISON WHEELER, JR.","sity of Chicago, Ph.D., 1950. Taught at Boys High School, Atlanta, 1940-1941 University of Missouri, 1949-. Served in US Army, 194",,,
"WILLIAMS, HERBERT LEE",HERBERT LEE WILLIAMS,"ppi, M.A., 1941, Ph.D., 1955. Taught at Boston University, 1949-1951 University of Mississippi, 1951-1954 Michigan State Universit",,,
"ATKINSON, CLETTUS",CLETTUS ATKINSON,NOT FOUND,,,
"BLACKWELL, ANNIE LOUISE",ANNIE LOUISE BLACKWELL,". Education:Twentieth Century Business College, 1937-39 University of Houston, B.A., 1951 Florida State University, M.A., 1964, Ph",,,
"BOGGS, JAMES",JAMES BOGGS,NOT FOUND,,,
"BREYER, BERNARD RICH",BERNARD RICH BREYER,NOT FOUND,,,
"DALAND, ROBERT THEODORE",ROBERT THEODORE DALAND,"52. US Army service, 1942-45. Taught at the University of Alabama, 1949-1956 the University of Connecticut, 1959-61 the University",,,
"DOBBINS, AUSTIN CHARLES",AUSTIN CHARLES DOBBINS,"in U. S. Army, WWII, 1943-45. Taught at Samford University, serving as head of the Department of English and Journalism, 1950-1986",,,
"HELM, THOMAS WILLIAM",THOMAS WILLIAM HELM,NOT FOUND,,,
"HENDERSON, JOHN STEELE",JOHN STEELE HENDERSON,"tate University, Ph.D., 1945. Taught at Carnegie Tech, University of Florida, University of Alabama (1957-64), and Georgia State U",,,
"HUNT, MARY FASSETT",MARY FASSETT HUNT,"53 and at Stanford 1954-1955. Resided in Europe, 1955-1957. Published stories in Yale Review, Story, McCall's, and Today's Woman. ",,,
"MARSHALL, BENNETT DAVIS",BENNETT DAVIS MARSHALL,NOT FOUND,,,
"MASON, DAVID PIERCE",DAVID PIERCE MASON,"l, Stockton School, 1946-1956 taught at University of Georgia, 1956-1962 Tift College, 1962-1967 University of South Alabama, 1967",,,
"STYLES, DAISY MADARIS",DAISY MADARIS STYLES,"abama, B.S., 1939 M.A., 1957. Taught in several area schools worked as director of training for teachers of exceptional children i",,,
"WALLACE, GEORGE CORLEY",GEORGE CORLEY WALLACE,NOT FOUND,,,
"BARNES, JOE",JOE BARNES,NOT FOUND,,,
"BERNEY, WILLIAM CLAIBORNE",WILLIAM CLAIBORNE BERNEY,NOT FOUND,,,
"BOWEN, ROBERT OWEN",ROBERT OWEN BOWEN,NOT FOUND,,,
"CAMBRON, JAMES WILLIAM",JAMES WILLIAM CAMBRON,WII. Employed in the printing business. Active as an avocational archaeologiSt Served as president of the local archaelogical soci,,,
"COLEMAN, WILLIAM LAURENCE",WILLIAM LAURENCE COLEMAN,"as associate editor of Ladies Home Journal, 1947-50 Collier's, 1951-55 Good Housekeeping, 1961-63 and McCall's, 1964-72. Wrote nov",,,
"EARLY, LOUISE HAYES",LOUISE HAYES EARLY,NOT FOUND,,,
"FARNELL, VIRGINIA FERGUSON",VIRGINIA FERGUSON FARNELL,NOT FOUND,,,
"FRYE, RICHARD NELSON",RICHARD NELSON FRYE,"Strategic Services, 1941-1945 taught at Harvard as Aga Khan Professor of Iranian, 1957-1990 visiting professor at Frankfurt Univer",,,
"GALLANT, THOMAS GRADY",THOMAS GRADY GALLANT,NOT FOUND,,,
"GODFREY, MARIE HAM",MARIE HAM GODFREY,NOT FOUND,,,
"ROBINSON, CAUSTON HENRY",CAUSTON HENRY ROBINSON,NOT FOUND,,,
"SAWYER, EFFIE WHITE",EFFIE WHITE SAWYER,":
Businesswoman. Born:May 2, 1920, in Kemper Co., Miss. Parents:Joseph Leslie and Myrtle (Palmer) Whit",,,
"SMITH, MURPHY DEWITT, JR.","MURPHY DEWITT SMITH, JR.",NOT FOUND,,,
"TWITTY, WILLIAM BRADLEY",WILLIAM BRADLEY TWITTY,":
Businessman. Born:January 5, 1920, in Allsboro, Ala. (Colbert County). Parents:Clarence Hudson and L",,,
"VOLTZ, JEANNE APPLETON",JEANNE APPLETON VOLTZ,"f Food Technologist, American Home Economics Association, Food Industry Gourmet Society, Les Dames d'Escoffier. Three awards from ",,,
"WITT, EDWIN T.",EDWIN T. WITT,NOT FOUND,,,
"ADKINS, WALTER ROBERTS, JR",WALTER ROBERTS ADKINS JR. ,NOT FOUND,,,
"AKENS, DAVID STRODE",DAVID STRODE AKENS,"US Army Air Force, 1943-1946. Taught in Lost Creek, Ky., 1947-1949 edited Benham Magazine for International Harvester Company, 194",,,
"ANDERS, MARY EDNA",MARY EDNA ANDERS,"mbia University, D.L.S, 1958. Career began as a librarian at Huntingdon College, 1943, and included positions at the University of",,,
"ATCHISON, RAY M.",RAY M. ATCHISON," Served in the US Army, WWII. Taught English at George Peabody College, 1946-1947 Samford University, 1947-1992. Conducted numerou",,,
"BALLARD, JAMES CLARENCE",JAMES CLARENCE BALLARD," John's College in Annapolis. Lived in Virginia and in Atlanta, Ga. Died October 1, 1990.
",,,
"CARNEY, MARGARET AUBREY TOULMIN",MARGARET AUBREY TOULMIN CARNEY,NOT FOUND,,,
"CARTER, JOHN THOMAS",JOHN THOMAS CARTER,"ad. Principal in Maben, Miss. taught at Wood Junior College and Clarke Memorial College in Mississippi before becoming a professor",,,
"FRYE, ROLAND MUSHAT",ROLAND MUSHAT FRYE,NOT FOUND,,,
"GENTRY, DOROTHY DEAN FREE",DOROTHY DEAN FREE GENTRY,NOT FOUND,,,
"JOHNS, JOHN EDWIN",JOHN EDWIN JOHNS,"ity, DeLand, Florida, 1948-63 business manager, 1963-68 vice-president, 1968-70 president, 1970-76. President, Furman University, ",,,
"JOHNSON, JOHN BOWMAN",JOHN BOWMAN JOHNSON,NOT FOUND,,,
"LAVENDER, WILLIAM",WILLIAM LAVENDER,NOT FOUND,,,
"LOVVORN, ALICE REBECCA",ALICE REBECCA LOVVORN,NOT FOUND,,,
"LYMAN, WILLIAM JOHNSTON, JR.","WILLIAM JOHNSTON LYMAN, JR.",NOT FOUND,,,
"MANN, MALCENA CATHERINE CLEEK",MALCENA CATHERINE CLEEK MANN,NOT FOUND,,,
"RIDGELY, JOSEPH VINCENT",JOSEPH VINCENT RIDGELY,NOT FOUND,,,
"RYAN, ROBERTA",ROBERTA RYAN,NOT FOUND,,,
"WEATHERLY, JOHN MAX",JOHN MAX WEATHERLY,":
Teacher, businessman. Born:March 25, 1921, in Alco, La. Parents:Obie Lee and Lilla (Givens) Weatherly. Educat",,,
"WORTSMAN, EUGENE",EUGENE WORTSMAN,NOT FOUND,,,
"BLACK, HUGO LAFAYETTE, JR.",HUGO LAFAYETTE BLACK JR.,NOT FOUND,,,
"BOYD, CHARLES E.",CHARLES E. BOYD,"tment Store Workers served as business agent of the Local, 1956-1969, education director, and editor of the local's News beginning",,,
"BROWNE, RAY BROADUS",RAY BROADUS BROWNE,NOT FOUND,,,
"CARMICHAEL, WILLIAM EDWARD",WILLIAM EDWARD CARMICHAEL,NOT FOUND,,,
"CARTER, FRANCES TUNNELL",FRANCES TUNNELL CARTER,"orida State University, 1970. Taught in elementary and high schools and junior colleges in Mississippi worked for an airplane manu",,,
"DANIEL, THOMAS WALTER, JR.","THOMAS WALTER DANIEL, JR.",NOT FOUND,,,
"DODD, WYNELLE S.",WYNELLE S. DODD,NOT FOUND,,,
"FUNDABURK, EMMA LILA",EMMA LILA FUNDABURK,NOT FOUND,,,
"JOHNSON, JAMES RALPH SCOTT",JAMES RALPH SCOTT JOHNSON,"e to writing and illustration lived in Santa Fe, N.M. He and his wife, who wrote under the name of B. F. Beebe, collaborated on ma",,,
"KING, RICHARD G.",RICHARD G. KING,"ation Studies Association Psychometrice Society Alabama Education Association. Consultant to the Ford Foundation.
",,,
"KOCH, WALTER FERDINAND",WALTER FERDINAND KOCH,"versity of Alabama, 1955-1957 taught geography, University of Alabama, 1957-78. Editor, Alabama Geographer state coordinator, Nati",,,
"PHILLIPS, THOMAS HAL",THOMAS HAL PHILLIPS,"h, served as graduate thesis. Taught creative writing at Southern Methodist University, 1948-1950. Mississippi State Public Servic",,,
"SPENCE, RUTH SCHMIDT",RUTH SCHMIDT SPENCE,NOT FOUND,,,
"STEPHENS, GERTRUDE LOUISE JOHNSON",GERTRUDE LOUISE JOHNSON STEPHENS,NOT FOUND,,,
"SUGG, REDDING STANCILL, JR.","REDDING STANCILL SUGG, JR.","orthwest Alabamian, 1946-1947 taught English at Georgia Institute of Technology, 1948-1949 staff associate for publications and pu",,,
"WRIGHT, MILDRED SULSER",MILDRED SULSER WRIGHT,NOT FOUND,,,
"BARRETT, HENRY CHARLES",HENRY CHARLES BARRETT,"a University.  US Navy, WWII. Taught at the University of Alabama played in several symphony orchestras principal violinist for th",,,
"BIDERMAN, ALBERT D.",ALBERT D. BIDERMAN,NOT FOUND,,,
"BUTLER, MARY KIMBRO",MARY KIMBRO BUTLER,NOT FOUND,,,
"BUXTON, CLYNE",CLYNE BUXTON,NOT FOUND,,,
"CADENHEAD, IVIE EDWARD, JR.",IVIE EDWARD CADENHEAD JR. ,"of the Baldwin Times, 1947-48 taught history at the University of Tulsa beginning in 1950 professor of history, 1963-85. Member Co",,,
"CATER, SILAS DOUGLASS",SILAS DOUGLASS CATER,NOT FOUND,,,
"DICKSON, THOMAS INCHES, JR.","THOMAS INCHES DICKSON, JR.",NOT FOUND,,,
"GARRARD, JEANNE",JEANNE GARRARD,various positions with Better Homes and Gardens and Meredith Publishing Co instructor of writing in adult education at North Miami,,,
"JOHNSON, ROBERT ERWIN",ROBERT ERWIN JOHNSON," US Naval Reserve, 1951-1952. Taught history at the University of Alabama, 1956-1993. Member American Historical Association Socie",,,
"LACEY, ARCHIE LOUIS",ARCHIE LOUIS LACEY,"ity, M.A., 1953, Ph.D., 1955. Taught science on high school and junior college levels in Alabama, 1947-1952 University instructor ",,,
"LAW, VIRGINIA",VIRGINIA LAW,NOT FOUND,,,
"MAUND, ALFRED THOMAS, JR.","ALFRED THOMAS MAUND, JR.",NOT FOUND,,,
"ROBBINS, ISAAC, III",ISAAC ROBBINS III,NOT FOUND,,,
"SAUNDERS, ROBERT LAWRENCE",ROBERT LAWRENCE SAUNDERS,NOT FOUND,,,
"SPAIN, RUFUS BUIN",RUFUS BUIN SPAIN," Army 1943-1945 and 1952-1953 taught at Cumberland University, 1948-1950 Baylor University after 1959-1988. Headed the Baylor Reti",,,
"WEEKS, GRACE EZELL",GRACE EZELL WEEKS,"ican University, Ph.D., 1964. Taught English at Samford Unversity, 1945-1947 English and Spanish, Cumberland University, Lebanon, ",,,
"ALEXANDER, MARY JO",MARY JO ALEXANDER,NOT FOUND,,,
"BONNER, WILLIAM HOMER",WILLIAM HOMER BONNER,"essee, 1954-1962 professor of Business Education and Office Management at Tennessee Technological University, 1962-1999. Consultan",,,
"CRAMER, DALE LEWIS",DALE LEWIS CRAMER,"abama College of Commerce and Business Administration Hall of Fame, 1997. Died September 4, 2015.
",,,
"DENTON, JEREMIAH ANDREW, JR.","JEREMIAH ANDREW DENTON, JR.",NOT FOUND,,,
"GARRETT, ALLEN McCAIN",ALLEN McCAIN GARRETT,NOT FOUND,,,
"GRIFFIN, MARY CLAIRE",MARY CLAIRE GRIFFIN,":
College Professor of business. Born:April 22, 1924, in Lynchburg, S.C. Parents:Simon and Mary Sue (Kirby) Griffin. Educat",,,
"KHATRI, ABDULLAH AHMED",ABDULLAH AHMED KHATRI,"rsity of London, Ph.D., 1970. Taught at Samaldas College in Bhavanagar, India, 1949-1950 employed, Government of Bombay Guidance B",,,
"LUCIER, MAYME RUTH McCONNELL",MAYME RUTH McCONNELL LUCIER,NOT FOUND,,,
"PEAK, HUGH STANFORD",HUGH STANFORD PEAK,"ma, M.B.A., 1969 Ph.D., 1984. Taught at Jefferson State Junior College, serving as chairman of the Marketing and Distribution Depa",,,
"RONNER, JOHN",JOHN RONNER,NOT FOUND,,,
"SAMUEL, WILLIAM LEVEY",WILLIAM LEVEY SAMUEL,":
Army officer, businessman, educator. Born:Sept. 2, 1924, at St Paul, Minn. Parents:Bert H. and Lena May (Hosier) L",,,
"SHARPE, MITCHELL RAYMOND, JR.","MITCHELL RAYMOND SHARPE, JR.",NOT FOUND,,,
